timestamp;gameobject_name;pos_x;pos_y;pos_z;euler_x;euler_y;euler_z
1573213581947;Player;-0.81;0.992152;-2.22;0;0;0;
1573213581955;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213581955;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582771;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582771;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582795;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582795;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582813;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582813;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582838;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582838;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582878;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582878;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582908;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582908;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582942;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582942;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582969;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213582969;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583001;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583001;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583018;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583018;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583036;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583036;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583052;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583052;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583069;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583069;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583086;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583086;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583102;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583103;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583119;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583119;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583137;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583137;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583154;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583154;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583171;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583171;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583188;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583188;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583205;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583205;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583221;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583222;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583239;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583239;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583255;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583255;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583272;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583272;Player;-0.81;0.9799999;-2.22;0;0;0;
1573213583289;Player;-0.81;0.9799999;-2.22;0;0.4;0;
1573213583289;Player;-0.81;0.9799999;-2.22;0;0.4;0;
1573213583306;Player;-0.81;0.9799999;-2.22;0;0.6000001;0;
1573213583306;Player;-0.81;0.9799999;-2.22;0;0.6000001;0;
1573213583323;Player;-0.81;0.9799999;-2.22;0;1.1;0;
1573213583323;Player;-0.81;0.9799999;-2.22;0;1.1;0;
1573213583340;Player;-0.81;0.9799999;-2.22;0;1.5;0;
1573213583340;Player;-0.81;0.9799999;-2.22;0;1.5;0;
1573213583357;Player;-0.81;0.9799999;-2.22;0;1.9;0;
1573213583357;Player;-0.81;0.9799999;-2.22;0;1.9;0;
1573213583373;Player;-0.81;0.9799999;-2.22;0;2;0;
1573213583373;Player;-0.81;0.9799999;-2.22;0;2;0;
1573213583390;Player;-0.81;0.9799999;-2.22;0;2;0;
1573213583390;Player;-0.81;0.9799999;-2.22;0;2;0;
1573213583407;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583407;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583424;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583424;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583441;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583441;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583458;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583458;Player;-0.81;0.9799999;-2.22;0;2.1;0;
1573213583475;Player;-0.81;0.9799999;-2.22;0;2.4;0;
1573213583475;Player;-0.81;0.9799999;-2.22;0;2.4;0;
1573213583492;Player;-0.81;0.9799999;-2.22;0;2.6;0;
1573213583492;Player;-0.81;0.9799999;-2.22;0;2.6;0;
1573213583509;Player;-0.81;0.9799999;-2.22;0;3;0;
1573213583509;Player;-0.81;0.9799999;-2.22;0;3;0;
1573213583526;Player;-0.81;0.9799999;-2.22;0;3.3;0;
1573213583526;Player;-0.81;0.9799999;-2.22;0;3.3;0;
1573213583543;Player;-0.81;0.9799999;-2.22;0;3.6;0;
1573213583543;Player;-0.81;0.9799999;-2.22;0;3.6;0;
1573213583559;Player;-0.81;0.9799999;-2.22;0;3.800001;0;
1573213583559;Player;-0.81;0.9799999;-2.22;0;3.800001;0;
1573213583577;Player;-0.81;0.9799999;-2.22;0;4.2;0;
1573213583577;Player;-0.81;0.9799999;-2.22;0;4.2;0;
1573213583593;Player;-0.81;0.9799999;-2.22;0;4.5;0;
1573213583593;Player;-0.81;0.9799999;-2.22;0;4.5;0;
1573213583610;Player;-0.81;0.9799999;-2.22;0;5.599999;0;
1573213583610;Player;-0.81;0.9799999;-2.22;0;5.599999;0;
1573213583626;Player;-0.81;0.9799999;-2.22;0;6.4;0;
1573213583626;Player;-0.81;0.9799999;-2.22;0;6.4;0;
1573213583643;Player;-0.81;0.9799999;-2.22;0;6.5;0;
1573213583643;Player;-0.81;0.9799999;-2.22;0;6.5;0;
1573213583660;Player;-0.81;0.9799999;-2.22;0;6.5;0;
1573213583660;Player;-0.81;0.9799999;-2.22;0;6.5;0;
1573213583677;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583677;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583694;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583694;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583710;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583710;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583727;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583727;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583743;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583743;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583761;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583761;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583777;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583778;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583794;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583794;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583811;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583811;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583828;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583828;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583845;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583845;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583862;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583862;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583879;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583879;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583896;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583896;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583913;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583913;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583930;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583930;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583947;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583947;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583964;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583964;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583980;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583980;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583997;Player;-0.81;0.9799999;-2.22;0;6.8;0;
1573213583997;Player;-0.81;0.9799999;-2.22;0;6.8;0;
