timestamp;gameobject_name;pos_x;pos_y;pos_z;euler_x;euler_y;euler_z
1573054809057;Player;-0.81;0.992152;-2.22;0;0;0;
1573054809064;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809064;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809673;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809673;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809698;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809698;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809731;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809731;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809748;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809748;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809790;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809790;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809807;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809807;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809824;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809824;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809840;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809840;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809857;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809857;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809874;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809874;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809890;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809890;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809907;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809907;Player;-0.81;0.9799999;-2.22;0;0;0;
1573054809923;Player;-0.81;0.9799999;-2.22;0;359.1;0;
1573054809923;Player;-0.81;0.9799999;-2.22;0;359.1;0;
1573054809941;Player;-0.81;0.9799999;-2.22;0;358.8;0;
1573054809941;Player;-0.81;0.9799999;-2.22;0;358.8;0;
1573054809958;Player;-0.81;0.9799999;-2.22;0;358.8;0;
1573054809958;Player;-0.81;0.9799999;-2.22;0;358.8;0;
1573054809975;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054809975;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054809992;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054809992;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810008;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810008;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810025;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810025;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810042;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810042;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810058;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810058;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810075;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810075;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810092;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810092;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810109;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810109;Player;-0.81;0.9799999;-2.22;0;358.6;0;
1573054810127;Player;-0.81;0.9799999;-2.22;0;358.6;0;
